,Car Names,Mileages,Ratings,Reviews,used/certified,price drop,Price,Price_d,used,Reviews_d,price_drop,Mileages_d,group,test,year,Manufacture,model_name
102,2020 Jeep Grand Cherokee Limited,"11,559 mi.",2.9,(183 reviews),Used,"$1,844 price drop","$43,645",43645.0,1.0,183.0,1844.0,11559.0,1242.0,"['2020', 'Jeep', 'Grand', 'Cherokee', 'Limited']",2020,Jeep,"['Grand', 'Cherokee', 'Limited']"
103,2016 Chevrolet Corvette Stingray Z51,"44,502 mi.",4.8,(511 reviews),Used,"$1,044 price drop","$58,500",58500.0,1.0,511.0,1044.0,44502.0,257.0,"['2016', 'Chevrolet', 'Corvette', 'Stingray', 'Z51']",2016,Chevrolet,"['Corvette', 'Stingray', 'Z51']"
104,2017 Mercedes-Benz E-Class E 300 4MATIC,"14,163 mi.",4.7,(42 reviews),Used,$405 price drop,"$31,862",31862.0,1.0,42.0,405.0,14163.0,453.0,"['2017', 'Mercedes-Benz', 'E-Class', 'E', '300', '4MATIC']",2017,Mercedes-Benz,"['E-Class', 'E', '300', '4MATIC']"
105,2019 Lexus RX 350 350,"13,990 mi.",4.3,"(1,558 reviews)",Used,"$1,000 price drop","$44,994",44994.0,1.0,1558.0,1000.0,13990.0,926.0,"['2019', 'Lexus', 'RX', '350', '350']",2019,Lexus,"['RX', '350', '350']"
106,2022 Toyota Highlander Platinum,"11,711 mi.",4.4,(71 reviews),Toyota Certified,$300 price drop,"$51,988",51988.0,0.0,71.0,300.0,11711.0,1741.0,"['2022', 'Toyota', 'Highlander', 'Platinum']",2022,Toyota,"['Highlander', 'Platinum']"
107,2016 Toyota Sienna Limited Premium,"27,070 mi.",4.6,(160 reviews),Used,$600 price drop,"$38,000",38000.0,1.0,160.0,600.0,27070.0,329.0,"['2016', 'Toyota', 'Sienna', 'Limited', 'Premium']",2016,Toyota,"['Sienna', 'Limited', 'Premium']"
108,2019 Land Rover Range Rover Velar P250 S,"20,054 mi.",4.6,(310 reviews),Used,$659 price drop,"$49,620",49620.0,1.0,310.0,659.0,20054.0,907.0,"['2019', 'Land', 'Rover', 'Range', 'Rover', 'Velar', 'P250', 'S']",2019,Land,"['Rover', 'Range', 'Rover', 'Velar', 'P250', 'S']"
109,2020 Jaguar E-PACE SE,"16,133 mi.",4.5,(241 reviews),Used,"$1,500 price drop","$47,994",47994.0,1.0,241.0,1500.0,16133.0,1232.0,"['2020', 'Jaguar', 'E-PACE', 'SE']",2020,Jaguar,"['E-PACE', 'SE']"
110,2020 Subaru Forester Premium,"21,699 mi.",4.3,(555 reviews),Subaru Certified,"$2,565 price drop","$32,252",32252.0,0.0,555.0,2565.0,21699.0,1351.0,"['2020', 'Subaru', 'Forester', 'Premium']",2020,Subaru,"['Forester', 'Premium']"
112,2021 Acura ILX Premium Package,"58,324 mi.",4.9,"(1,383 reviews)",Used,$720 price drop,"$31,000",31000.0,1.0,1383.0,720.0,58324.0,1403.0,"['2021', 'Acura', 'ILX', 'Premium', 'Package']",2021,Acura,"['ILX', 'Premium', 'Package']"
113,2020 Jaguar E-PACE SE,"13,054 mi.",3.2,"(1,760 reviews)",Used,"$1,700 price drop","$46,494",46494.0,1.0,1760.0,1700.0,13054.0,1232.0,"['2020', 'Jaguar', 'E-PACE', 'SE']",2020,Jaguar,"['E-PACE', 'SE']"
115,2012 Lexus ES 350 Base,"24,991 mi.",4.6,(239 reviews),Used,$400 price drop,"$18,992",18992.0,1.0,239.0,400.0,24991.0,78.0,"['2012', 'Lexus', 'ES', '350', 'Base']",2012,Lexus,"['ES', '350', 'Base']"
116,2021 Toyota Tundra SR5,"86,690 mi.",4.7,(61 reviews),Used,$375 price drop,"$46,326",46326.0,1.0,61.0,375.0,86690.0,1671.0,"['2021', 'Toyota', 'Tundra', 'SR5']",2021,Toyota,"['Tundra', 'SR5']"
117,2020 Jeep Grand Cherokee Overland,"16,258 mi.",4.2,"(9,077 reviews)",Used,$500 price drop,"$39,590",39590.0,1.0,9077.0,500.0,16258.0,1243.0,"['2020', 'Jeep', 'Grand', 'Cherokee', 'Overland']",2020,Jeep,"['Grand', 'Cherokee', 'Overland']"
118,2019 Honda CR-V EX-L,"38,679 mi.",4.5,(86 reviews),Used,"$2,000 price drop","$33,125",33125.0,1.0,86.0,2000.0,38679.0,842.0,"['2019', 'Honda', 'CR-V', 'EX-L']",2019,Honda,"['CR-V', 'EX-L']"
119,2016 BMW X5 xDrive50i,"22,942 mi.",3.7,(61 reviews),Used,$500 price drop,"$26,600",26600.0,1.0,61.0,500.0,22942.0,253.0,"['2016', 'BMW', 'X5', 'xDrive50i']",2016,BMW,"['X5', 'xDrive50i']"
120,2021 Acura RDX A-Spec,"96,200 mi.",2.7,(20 reviews),Acura Certified,$500 price drop,"$44,684",44684.0,0.0,20.0,500.0,96200.0,1404.0,"['2021', 'Acura', 'RDX', 'A-Spec']",2021,Acura,"['RDX', 'A-Spec']"
121,2016 Toyota Prius Two,"15,490 mi.",4.8,(450 reviews),Used,$122 price drop,"$21,999",21999.0,1.0,450.0,122.0,15490.0,325.0,"['2016', 'Toyota', 'Prius', 'Two']",2016,Toyota,"['Prius', 'Two']"
122,2019 Honda CR-V EX-L,"82,012 mi.",4.7,"(1,913 reviews)",Used,"$1,000 price drop","$31,499",31499.0,1.0,1913.0,1000.0,82012.0,842.0,"['2019', 'Honda', 'CR-V', 'EX-L']",2019,Honda,"['CR-V', 'EX-L']"
123,2020 Toyota Camry SE,"21,868 mi.",4.6,(573 reviews),Used,"$1,994 price drop","$28,998",28998.0,1.0,573.0,1994.0,21868.0,1362.0,"['2020', 'Toyota', 'Camry', 'SE']",2020,Toyota,"['Camry', 'SE']"
124,2018 Jeep Grand Cherokee Limited,"17,262 mi.",4.7,(406 reviews),Used,"$1,000 price drop","$35,368",35368.0,1.0,406.0,1000.0,17262.0,598.0,"['2018', 'Jeep', 'Grand', 'Cherokee', 'Limited']",2018,Jeep,"['Grand', 'Cherokee', 'Limited']"
125,2016 Mercedes-Benz C-Class C 300,"19,330 mi.",4.5,(571 reviews),Used,$200 price drop,"$25,745",25745.0,1.0,571.0,200.0,19330.0,307.0,"['2016', 'Mercedes-Benz', 'C-Class', 'C', '300']",2016,Mercedes-Benz,"['C-Class', 'C', '300']"
126,2020 Volvo V60 T5 Momentum,"54,442 mi.",4.5,(363 reviews),Used,"$1,001 price drop","$31,988",31988.0,1.0,363.0,1001.0,54442.0,1395.0,"['2020', 'Volvo', 'V60', 'T5', 'Momentum']",2020,Volvo,"['V60', 'T5', 'Momentum']"
127,2020 RAM 1500 Big Horn,"32,305 mi.",4.2,(380 reviews),Used,$500 price drop,"$46,998",46998.0,1.0,380.0,500.0,32305.0,1341.0,"['2020', 'RAM', '1500', 'Big', 'Horn']",2020,RAM,"['1500', 'Big', 'Horn']"
128,2021 Mazda CX-5 Grand Touring,"22,118 mi.",4.5,(169 reviews),Used,"$1,334 price drop","$29,034",29034.0,1.0,169.0,1334.0,22118.0,1579.0,"['2021', 'Mazda', 'CX-5', 'Grand', 'Touring']",2021,Mazda,"['CX-5', 'Grand', 'Touring']"
129,2012 Mercedes-Benz S-Class S 550 4MATIC,"45,935 mi.",4.6,(163 reviews),Used,$500 price drop,"$25,695",25695.0,1.0,163.0,500.0,45935.0,83.0,"['2012', 'Mercedes-Benz', 'S-Class', 'S', '550', '4MATIC']",2012,Mercedes-Benz,"['S-Class', 'S', '550', '4MATIC']"
130,2021 GMC Yukon Denali,"59,725 mi.",3.8,(126 reviews),Used,$111 price drop,"$75,900",75900.0,1.0,126.0,111.0,59725.0,1501.0,"['2021', 'GMC', 'Yukon', 'Denali']",2021,GMC,"['Yukon', 'Denali']"
131,2003 Chevrolet Express 3500 ,"46,488 mi.",4.8,"(1,686 reviews)",Used,$242 price drop,"$18,993",18993.0,1.0,1686.0,242.0,46488.0,4.0,"['2003', 'Chevrolet', 'Express', '3500', '']",2003,Chevrolet,"['Express', '3500', '']"
132,2017 INFINITI Q70L 3.7,"19,305 mi.",4.9,(189 reviews),Used,$708 price drop,"$34,606",34606.0,1.0,189.0,708.0,19305.0,412.0,"['2017', 'INFINITI', 'Q70L', '3.7']",2017,INFINITI,"['Q70L', '3.7']"
133,2021 Toyota RAV4 XLE,"30,152 mi.",4.2,(762 reviews),Toyota Certified,"$1,076 price drop","$34,845",34845.0,0.0,762.0,1076.0,30152.0,1662.0,"['2021', 'Toyota', 'RAV4', 'XLE']",2021,Toyota,"['RAV4', 'XLE']"
134,2021 Honda Passport EX-L,"4,563 mi.",1.6,(28 reviews),Used,$993 price drop,"$38,666",38666.0,1.0,28.0,993.0,4563.0,1515.0,"['2021', 'Honda', 'Passport', 'EX-L']",2021,Honda,"['Passport', 'EX-L']"
135,2019 BMW X5 xDrive40i,"17,862 mi.",4.6,(143 reviews),Used,"$2,000 price drop","$42,777",42777.0,1.0,143.0,2000.0,17862.0,757.0,"['2019', 'BMW', 'X5', 'xDrive40i']",2019,BMW,"['X5', 'xDrive40i']"
136,2020 Tesla Model Y Long Range,"68,762 mi.",2.2,(12 reviews),Used,"$1,500 price drop","$67,997",67997.0,1.0,12.0,1500.0,68762.0,1358.0,"['2020', 'Tesla', 'Model', 'Y', 'Long', 'Range']",2020,Tesla,"['Model', 'Y', 'Long', 'Range']"
137,2018 BMW 530e xDrive iPerformance,"16,500 mi.",3.4,(24 reviews),Used,"$2,356 price drop","$35,998",35998.0,1.0,24.0,2356.0,16500.0,522.0,"['2018', 'BMW', '530e', 'xDrive', 'iPerformance']",2018,BMW,"['530e', 'xDrive', 'iPerformance']"
138,2019 Honda CR-V EX-L,"56,158 mi.",4.8,"(1,862 reviews)",Used,"$1,695 price drop","$25,999",25999.0,1.0,1862.0,1695.0,56158.0,842.0,"['2019', 'Honda', 'CR-V', 'EX-L']",2019,Honda,"['CR-V', 'EX-L']"
139,2017 Lexus RX 350 350,"24,000 mi.",4.8,"(4,891 reviews)",Used,"$7,035 price drop","$36,799",36799.0,1.0,4891.0,7035.0,24000.0,441.0,"['2017', 'Lexus', 'RX', '350', '350']",2017,Lexus,"['RX', '350', '350']"
140,2021 Mercedes-Benz S-Class S 580 4MATIC,"68,291 mi.",4.8,"(2,800 reviews)",Mercedes-Benz Certified,"$1,343 price drop","$126,883",126883.0,0.0,2800.0,1343.0,68291.0,1603.0,"['2021', 'Mercedes-Benz', 'S-Class', 'S', '580', '4MATIC']",2021,Mercedes-Benz,"['S-Class', 'S', '580', '4MATIC']"
141,2019 Honda CR-V EX-L,"5,559 mi.",3.9,(67 reviews),Used,$648 price drop,"$32,997",32997.0,1.0,67.0,648.0,5559.0,842.0,"['2019', 'Honda', 'CR-V', 'EX-L']",2019,Honda,"['CR-V', 'EX-L']"
142,2017 Subaru Forester 2.5i,"12,996 mi.",4.8,"(4,636 reviews)",Used,"$1,009 price drop","$14,991",14991.0,1.0,4636.0,1009.0,12996.0,474.0,"['2017', 'Subaru', 'Forester', '2.5i']",2017,Subaru,"['Forester', '2.5i']"
143,2021 Mercedes-Benz C-Class C 300 4MATIC,"76,782 mi.",3.6,(21 reviews),Mercedes-Benz Certified,$596 price drop,"$43,625",43625.0,0.0,21.0,596.0,76782.0,1592.0,"['2021', 'Mercedes-Benz', 'C-Class', 'C', '300', '4MATIC']",2021,Mercedes-Benz,"['C-Class', 'C', '300', '4MATIC']"
144,2017 Honda Accord LX,"9,787 mi.",4.8,(86 reviews),Used,"$1,037 price drop","$21,998",21998.0,1.0,86.0,1037.0,9787.0,399.0,"['2017', 'Honda', 'Accord', 'LX']",2017,Honda,"['Accord', 'LX']"
145,2019 BMW X5 xDrive40i,"77,551 mi.",4.9,"(4,050 reviews)",Used,$112 price drop,"$58,242",58242.0,1.0,4050.0,112.0,77551.0,757.0,"['2019', 'BMW', 'X5', 'xDrive40i']",2019,BMW,"['X5', 'xDrive40i']"
146,2019 Ford F-150 Lariat,"11,227 mi.",3.9,(39 reviews),Ford Certified,"$1,000 price drop","$51,999",51999.0,0.0,39.0,1000.0,11227.0,813.0,"['2019', 'Ford', 'F-150', 'Lariat']",2019,Ford,"['F-150', 'Lariat']"
147,2020 Hyundai Palisade Limited,"18,621 mi.",3.7,(144 reviews),Used,$600 price drop,"$51,498",51498.0,1.0,144.0,600.0,18621.0,1217.0,"['2020', 'Hyundai', 'Palisade', 'Limited']",2020,Hyundai,"['Palisade', 'Limited']"
148,2019 Tesla Model 3 Long Range,"10,046 mi.",4.3,"(1,341 reviews)",Used,"$1,555 price drop","$47,495",47495.0,1.0,1341.0,1555.0,10046.0,1023.0,"['2019', 'Tesla', 'Model', '3', 'Long', 'Range']",2019,Tesla,"['Model', '3', 'Long', 'Range']"
149,2020 Alfa Romeo Giulia Ti,"32,109 mi.",4.0,(8 reviews),Used,$250 price drop,"$38,480",38480.0,1.0,8.0,250.0,32109.0,1086.0,"['2020', 'Alfa', 'Romeo', 'Giulia', 'Ti']",2020,Alfa,"['Romeo', 'Giulia', 'Ti']"
150,2021 Acura RDX A-Spec,"17,159 mi.",4.7,"(1,462 reviews)",Used,$700 price drop,"$45,500",45500.0,1.0,1462.0,700.0,17159.0,1404.0,"['2021', 'Acura', 'RDX', 'A-Spec']",2021,Acura,"['RDX', 'A-Spec']"
151,2021 Tesla Model Y Long Range,"15,341 mi.",4.0,(964 reviews),Used,$500 price drop,"$70,995",70995.0,1.0,964.0,500.0,15341.0,1634.0,"['2021', 'Tesla', 'Model', 'Y', 'Long', 'Range']",2021,Tesla,"['Model', 'Y', 'Long', 'Range']"
152,2019 Kia Forte LXS,"11,646 mi.",4.8,(777 reviews),Used,$200 price drop,"$15,691",15691.0,1.0,777.0,200.0,11646.0,888.0,"['2019', 'Kia', 'Forte', 'LXS']",2019,Kia,"['Forte', 'LXS']"
153,2020 Acura MDX 3.5L w/Technology Package,"47,624 mi.",4.6,(128 reviews),Used,"$1,937 price drop","$42,888",42888.0,1.0,128.0,1937.0,47624.0,1076.0,"['2020', 'Acura', 'MDX', '3.5L', 'w/Technology', 'Package']",2020,Acura,"['MDX', '3.5L', 'w/Technology', 'Package']"
155,2019 Mercedes-Benz C-Class C 300,"73,815 mi.",4.0,(59 reviews),Mercedes-Benz Certified,"$2,157 price drop","$31,431",31431.0,0.0,59.0,2157.0,73815.0,962.0,"['2019', 'Mercedes-Benz', 'C-Class', 'C', '300']",2019,Mercedes-Benz,"['C-Class', 'C', '300']"
156,2020 Acura RDX A-Spec,"19,806 mi.",4.5,(711 reviews),Used,$400 price drop,"$40,771",40771.0,1.0,711.0,400.0,19806.0,1077.0,"['2020', 'Acura', 'RDX', 'A-Spec']",2020,Acura,"['RDX', 'A-Spec']"
157,2021 Toyota Highlander Platinum,"30,672 mi.",4.6,(316 reviews),Used,"$1,344 price drop","$53,598",53598.0,1.0,316.0,1344.0,30672.0,1652.0,"['2021', 'Toyota', 'Highlander', 'Platinum']",2021,Toyota,"['Highlander', 'Platinum']"
158,2015 BMW X5 xDrive50i,"11,937 mi.",4.5,"(1,235 reviews)",Used,$112 price drop,"$27,693",27693.0,1.0,1235.0,112.0,11937.0,178.0,"['2015', 'BMW', 'X5', 'xDrive50i']",2015,BMW,"['X5', 'xDrive50i']"
159,2021 BMW 228 Gran Coupe 228i sDrive Gran Coupe,"88,710 mi.",4.7,"(4,336 reviews)",Used,"$1,000 price drop","$42,295",42295.0,1.0,4336.0,1000.0,88710.0,1427.0,"['2021', 'BMW', '228', 'Gran', 'Coupe', '228i', 'sDrive', 'Gran', 'Coupe']",2021,BMW,"['228', 'Gran', 'Coupe', '228i', 'sDrive', 'Gran', 'Coupe']"
160,2021 Tesla Model Y Long Range,"12,217 mi.",4.7,(105 reviews),Used,$500 price drop,"$71,988",71988.0,1.0,105.0,500.0,12217.0,1634.0,"['2021', 'Tesla', 'Model', 'Y', 'Long', 'Range']",2021,Tesla,"['Model', 'Y', 'Long', 'Range']"
161,2019 Alfa Romeo Stelvio Ti,"15,407 mi.",4.1,(8 reviews),Used,$199 price drop,"$37,888",37888.0,1.0,8.0,199.0,15407.0,711.0,"['2019', 'Alfa', 'Romeo', 'Stelvio', 'Ti']",2019,Alfa,"['Romeo', 'Stelvio', 'Ti']"
162,2020 RAM 1500 Laramie,"19,246 mi.",4.5,(428 reviews),Used,"$1,300 price drop","$56,998",56998.0,1.0,428.0,1300.0,19246.0,1343.0,"['2020', 'RAM', '1500', 'Laramie']",2020,RAM,"['1500', 'Laramie']"
163,2019 Mercedes-Benz GLA 250 4MATIC,"19,487 mi.",4.5,"(2,610 reviews)",Used,"$1,000 price drop","$33,845",33845.0,1.0,2610.0,1000.0,19487.0,970.0,"['2019', 'Mercedes-Benz', 'GLA', '250', '4MATIC']",2019,Mercedes-Benz,"['GLA', '250', '4MATIC']"
164,2021 Toyota 4Runner Limited,"18,616 mi.",4.2,"(1,074 reviews)",Used,"$1,425 price drop","$47,000",47000.0,1.0,1074.0,1425.0,18616.0,1637.0,"['2021', 'Toyota', '4Runner', 'Limited']",2021,Toyota,"['4Runner', 'Limited']"
165,2021 RAM 1500 Laramie,"37,001 mi.",3.6,(208 reviews),Used,"$2,001 price drop","$55,421",55421.0,1.0,208.0,2001.0,37001.0,1620.0,"['2021', 'RAM', '1500', 'Laramie']",2021,RAM,"['1500', 'Laramie']"
166,2004 Nissan Pathfinder LE Platinum,"18,046 mi.",4.7,"(1,207 reviews)",Used,$507 price drop,"$3,988",3988.0,1.0,1207.0,507.0,18046.0,7.0,"['2004', 'Nissan', 'Pathfinder', 'LE', 'Platinum']",2004,Nissan,"['Pathfinder', 'LE', 'Platinum']"
167,2021 Hyundai Palisade Limited,"202,374 mi.",4.6,(284 reviews),Used,$301 price drop,"$44,422",44422.0,1.0,284.0,301.0,202374.0,1521.0,"['2021', 'Hyundai', 'Palisade', 'Limited']",2021,Hyundai,"['Palisade', 'Limited']"
168,2017 Volvo XC60 T6 Dynamic,"18,521 mi.",4.3,(180 reviews),Used,"$1,990 price drop","$26,799",26799.0,1.0,180.0,1990.0,18521.0,497.0,"['2017', 'Volvo', 'XC60', 'T6', 'Dynamic']",2017,Volvo,"['XC60', 'T6', 'Dynamic']"
169,2019 BMW 330 i xDrive,"52,021 mi.",3.7,(3 reviews),Used,"$2,665 price drop","$36,999",36999.0,1.0,3.0,2665.0,52021.0,733.0,"['2019', 'BMW', '330', 'i', 'xDrive']",2019,BMW,"['330', 'i', 'xDrive']"
170,2017 Audi Q7 3.0T Premium Plus,"31,096 mi.",4.7,(848 reviews),Used,$905 price drop,"$36,998",36998.0,1.0,848.0,905.0,31096.0,345.0,"['2017', 'Audi', 'Q7', '3.0T', 'Premium', 'Plus']",2017,Audi,"['Q7', '3.0T', 'Premium', 'Plus']"
171,2021 BMW X1 sDrive28i,"58,731 mi.",4.4,(11 reviews),Used,$400 price drop,"$38,488",38488.0,1.0,11.0,400.0,58731.0,1437.0,"['2021', 'BMW', 'X1', 'sDrive28i']",2021,BMW,"['X1', 'sDrive28i']"
172,2021 Tesla Model Y Long Range,"15,892 mi.",4.7,(768 reviews),Used,$500 price drop,"$71,400",71400.0,1.0,768.0,500.0,15892.0,1634.0,"['2021', 'Tesla', 'Model', 'Y', 'Long', 'Range']",2021,Tesla,"['Model', 'Y', 'Long', 'Range']"
173,2020 Ford Edge Sport,"12,045 mi.",4.8,(144 reviews),Ford Certified,$975 price drop,"$41,500",41500.0,0.0,144.0,975.0,12045.0,1160.0,"['2020', 'Ford', 'Edge', 'Sport']",2020,Ford,"['Edge', 'Sport']"
174,2021 Lexus GX 460 Base,"25,055 mi.",4.8,"(5,265 reviews)",Used,$480 price drop,"$54,795",54795.0,1.0,5265.0,480.0,25055.0,1565.0,"['2021', 'Lexus', 'GX', '460', 'Base']",2021,Lexus,"['GX', '460', 'Base']"
175,2020 Mercedes-Benz S-Class S 560,"19,515 mi.",4.0,(36 reviews),Mercedes-Benz Certified,"$1,431 price drop","$84,893",84893.0,0.0,36.0,1431.0,19515.0,1319.0,"['2020', 'Mercedes-Benz', 'S-Class', 'S', '560']",2020,Mercedes-Benz,"['S-Class', 'S', '560']"
176,2021 Jeep Wrangler Unlimited Sahara,"11,195 mi.",4.6,"(1,385 reviews)",Jeep Certified,"$2,400 price drop","$61,500",61500.0,0.0,1385.0,2400.0,11195.0,1543.0,"['2021', 'Jeep', 'Wrangler', 'Unlimited', 'Sahara']",2021,Jeep,"['Wrangler', 'Unlimited', 'Sahara']"
177,2018 Jeep Grand Cherokee Limited,"17,491 mi.",3.6,(21 reviews),Used,$100 price drop,"$35,507",35507.0,1.0,21.0,100.0,17491.0,598.0,"['2018', 'Jeep', 'Grand', 'Cherokee', 'Limited']",2018,Jeep,"['Grand', 'Cherokee', 'Limited']"
178,2019 Tesla Model 3 Standard Range Plus,"31,958 mi.",4.3,"(1,341 reviews)",Used,$442 price drop,"$51,998",51998.0,1.0,1341.0,442.0,31958.0,1025.0,"['2019', 'Tesla', 'Model', '3', 'Standard', 'Range', 'Plus']",2019,Tesla,"['Model', '3', 'Standard', 'Range', 'Plus']"
179,2019 BMW 740 i,"22,194 mi.",4.6,(666 reviews),Used,"$1,000 price drop","$50,990",50990.0,1.0,666.0,1000.0,22194.0,742.0,"['2019', 'BMW', '740', 'i']",2019,BMW,"['740', 'i']"
180,2020 Lexus RX 350 Base,"20,243 mi.",4.9,"(2,791 reviews)",Used,"$1,038 price drop","$50,020",50020.0,1.0,2791.0,1038.0,20243.0,1279.0,"['2020', 'Lexus', 'RX', '350', 'Base']",2020,Lexus,"['RX', '350', 'Base']"
181,2020 Cadillac XT5 Sport,"17,610 mi.",4.8,"(1,614 reviews)",Cadillac Certified,$643 price drop,"$49,492",49492.0,0.0,1614.0,643.0,17610.0,1119.0,"['2020', 'Cadillac', 'XT5', 'Sport']",2020,Cadillac,"['XT5', 'Sport']"
182,2019 BMW 430 Gran Coupe i xDrive,"16,975 mi.",4.6,(223 reviews),Used,$500 price drop,"$35,980",35980.0,1.0,223.0,500.0,16975.0,734.0,"['2019', 'BMW', '430', 'Gran', 'Coupe', 'i', 'xDrive']",2019,BMW,"['430', 'Gran', 'Coupe', 'i', 'xDrive']"
183,2019 Mazda CX-5 Grand Touring,"33,410 mi.",4.5,(15 reviews),Used,"$1,999 price drop","$29,998",29998.0,1.0,15.0,1999.0,33410.0,947.0,"['2019', 'Mazda', 'CX-5', 'Grand', 'Touring']",2019,Mazda,"['CX-5', 'Grand', 'Touring']"
184,2017 GMC Acadia Limited Limited,"18,410 mi.",4.9,"(6,653 reviews)",Used,$400 price drop,"$24,997",24997.0,1.0,6653.0,400.0,18410.0,393.0,"['2017', 'GMC', 'Acadia', 'Limited', 'Limited']",2017,GMC,"['Acadia', 'Limited', 'Limited']"
185,2019 Honda HR-V EX,"38,708 mi.",4.8,"(1,019 reviews)",Used,"$1,000 price drop","$23,850",23850.0,1.0,1019.0,1000.0,38708.0,848.0,"['2019', 'Honda', 'HR-V', 'EX']",2019,Honda,"['HR-V', 'EX']"
186,2021 RAM 1500 Longhorn,"13,289 mi.",5.0,(2 reviews),Used,"$1,585 price drop","$63,000",63000.0,1.0,2.0,1585.0,13289.0,1622.0,"['2021', 'RAM', '1500', 'Longhorn']",2021,RAM,"['1500', 'Longhorn']"
187,2019 Dodge Charger R/T,"6,977 mi.",4.4,"(1,157 reviews)",Used,$995 price drop,"$27,400",27400.0,1.0,1157.0,995.0,6977.0,794.0,"['2019', 'Dodge', 'Charger', 'R/T']",2019,Dodge,"['Charger', 'R/T']"
188,2019 Mercedes-Benz C-Class C 300,"76,682 mi.",4.8,"(1,047 reviews)",Used,"$1,000 price drop","$34,333",34333.0,1.0,1047.0,1000.0,76682.0,962.0,"['2019', 'Mercedes-Benz', 'C-Class', 'C', '300']",2019,Mercedes-Benz,"['C-Class', 'C', '300']"
189,2021 Hyundai Venue SE,"15,505 mi.",4.4,(165 reviews),Used,"$3,552 price drop","$18,000",18000.0,1.0,165.0,3552.0,15505.0,1527.0,"['2021', 'Hyundai', 'Venue', 'SE']",2021,Hyundai,"['Venue', 'SE']"
190,2019 Honda Passport Touring,"29,317 mi.",4.4,"(1,760 reviews)",Honda Certified,$400 price drop,"$40,000",40000.0,0.0,1760.0,400.0,29317.0,854.0,"['2019', 'Honda', 'Passport', 'Touring']",2019,Honda,"['Passport', 'Touring']"
191,2021 Mercedes-Benz GLA 250 Base,"21,867 mi.",4.7,"(1,210 reviews)",Used,$278 price drop,"$40,496",40496.0,1.0,1210.0,278.0,21867.0,1595.0,"['2021', 'Mercedes-Benz', 'GLA', '250', 'Base']",2021,Mercedes-Benz,"['GLA', '250', 'Base']"
192,2020 Acura MDX 3.5L Technology & A-Spec Pkgs,"14,741 mi.",4.7,"(1,064 reviews)",Used,$600 price drop,"$46,588",46588.0,1.0,1064.0,600.0,14741.0,1075.0,"['2020', 'Acura', 'MDX', '3.5L', 'Technology', '&', 'A-Spec', 'Pkgs']",2020,Acura,"['MDX', '3.5L', 'Technology', '&', 'A-Spec', 'Pkgs']"
193,2019 BMW 330 i,"21,460 mi.",4.1,(134 reviews),BMW Certified,$300 price drop,"$39,988",39988.0,0.0,134.0,300.0,21460.0,732.0,"['2019', 'BMW', '330', 'i']",2019,BMW,"['330', 'i']"
194,2018 BMW 330 i xDrive,"31,958 mi.",4.4,(515 reviews),Used,"$1,474 price drop","$29,000",29000.0,1.0,515.0,1474.0,31958.0,517.0,"['2018', 'BMW', '330', 'i', 'xDrive']",2018,BMW,"['330', 'i', 'xDrive']"
195,2018 Cadillac XT5 Luxury,"37,361 mi.",4.5,(114 reviews),Used,$642 price drop,"$31,037",31037.0,1.0,114.0,642.0,37361.0,537.0,"['2018', 'Cadillac', 'XT5', 'Luxury']",2018,Cadillac,"['XT5', 'Luxury']"
196,2019 Land Rover Range Rover Velar P250 S,"24,848 mi.",4.8,"(4,891 reviews)",Used,"$2,184 price drop","$47,520",47520.0,1.0,4891.0,2184.0,24848.0,907.0,"['2019', 'Land', 'Rover', 'Range', 'Rover', 'Velar', 'P250', 'S']",2019,Land,"['Rover', 'Range', 'Rover', 'Velar', 'P250', 'S']"
197,2021 Porsche Macan S,"41,355 mi.",4.4,(52 reviews),Porsche Certified,"$1,500 price drop","$73,498",73498.0,0.0,52.0,1500.0,41355.0,1618.0,"['2021', 'Porsche', 'Macan', 'S']",2021,Porsche,"['Macan', 'S']"
198,2021 GMC Yukon Denali,"13,320 mi.",4.5,"(1,070 reviews)",Used,"$1,000 price drop","$84,994",84994.0,1.0,1070.0,1000.0,13320.0,1501.0,"['2021', 'GMC', 'Yukon', 'Denali']",2021,GMC,"['Yukon', 'Denali']"
199,2020 Mercedes-Benz CLA 250 Base 4MATIC,"12,623 mi.",4.8,(409 reviews),Used,$200 price drop,"$38,500",38500.0,1.0,409.0,200.0,12623.0,1304.0,"['2020', 'Mercedes-Benz', 'CLA', '250', 'Base', '4MATIC']",2020,Mercedes-Benz,"['CLA', '250', 'Base', '4MATIC']"
200,2017 Dodge Challenger R/T,"13,829 mi.",4.2,(5 reviews),Used,$739 price drop,"$35,899",35899.0,1.0,5.0,739.0,13829.0,374.0,"['2017', 'Dodge', 'Challenger', 'R/T']",2017,Dodge,"['Challenger', 'R/T']"
201,2018 BMW X1 xDrive28i,"42,056 mi.",4.5,"(1,439 reviews)",Used,"$1,800 price drop","$21,991",21991.0,1.0,1439.0,1800.0,42056.0,528.0,"['2018', 'BMW', 'X1', 'xDrive28i']",2018,BMW,"['X1', 'xDrive28i']"
203,2019 Alfa Romeo Stelvio Ti,"31,620 mi.",4.9,"(4,427 reviews)",Used,$699 price drop,"$38,490",38490.0,1.0,4427.0,699.0,31620.0,711.0,"['2019', 'Alfa', 'Romeo', 'Stelvio', 'Ti']",2019,Alfa,"['Romeo', 'Stelvio', 'Ti']"
